title,link,description,pub_date,source
Teens don't have to choose between learning and having a summer ... - College of Social Sciences and Humanities,https://news.google.com/rss/articles/CBMigAFodHRwczovL2Nzc2gubm9ydGhlYXN0ZXJuLmVkdS90ZWVucy1kb250LWhhdmUtdG8tY2hvb3NlLWJldHdlZW4tbGVhcm5pbmctYW5kLWhhdmluZy1hLXN1bW1lci1qb2ItdGhhbmtzLXRvLW5vcnRoZWFzdGVybi1wcm9ncmFtL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMigAFodHRwczovL2Nzc2gubm9ydGhlYXN0ZXJuLmVkdS90ZWVucy1kb250LWhhdmUtdG8tY2hvb3NlLWJldHdlZW4tbGVhcm5pbmctYW5kLWhhdmluZy1hLXN1bW1lci1qb2ItdGhhbmtzLXRvLW5vcnRoZWFzdGVybi1wcm9ncmFtL9IBAA?oc=5"" target=""_blank"">Teens don't have to choose between learning and having a summer ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">College of Social Sciences and Humanities</font",2023-07-07 07:00:00+00:00,College of Social Sciences and Humanities
Lancaster SPCA over capacity after taking in some of the 170 dogs rescued last week from a Northeastern Pa. house - WPMT FOX 43,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmZveDQzLmNvbS9hcnRpY2xlL25ld3MvbG9jYWwvbGFuY2FzdGVyLXNwY2Etb3Zlci1jYXBhY2l0eS81MjEtNmU0Yjk1ZDYtZWIwZC00NDVmLWEyYTItZDNmMWNkOTQxMmM20gFyaHR0cHM6Ly93d3cuZm94NDMuY29tL2FtcC9hcnRpY2xlL25ld3MvbG9jYWwvbGFuY2FzdGVyLXNwY2Etb3Zlci1jYXBhY2l0eS81MjEtNmU0Yjk1ZDYtZWIwZC00NDVmLWEyYTItZDNmMWNkOTQxMmM2?oc=5," href=""https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmZveDQzLmNvbS9hcnRpY2xlL25ld3MvbG9jYWwvbGFuY2FzdGVyLXNwY2Etb3Zlci1jYXBhY2l0eS81MjEtNmU0Yjk1ZDYtZWIwZC00NDVmLWEyYTItZDNmMWNkOTQxMmM20gFyaHR0cHM6Ly93d3cuZm94NDMuY29tL2FtcC9hcnRpY2xlL25ld3MvbG9jYWwvbGFuY2FzdGVyLXNwY2Etb3Zlci1jYXBhY2l0eS81MjEtNmU0Yjk1ZDYtZWIwZC00NDVmLWEyYTItZDNmMWNkOTQxMmM2?oc=5"" target=""_blank"">Lancaster SPCA over capacity after taking in some of the 170 dogs rescued last week from a Northeastern Pa. house</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WPMT FOX 43</font",2023-07-17 21:08:00+00:00,WPMT FOX 43
AECOM lands contract to design 2+1 highway pilot in northeastern ... - Northern Ontario Business,https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy5ub3J0aGVybm9udGFyaW9idXNpbmVzcy5jb20vaW5kdXN0cnktbmV3cy90cmFuc3BvcnRhdGlvbi9hZWNvbS1sYW5kcy1jb250cmFjdC10by1kZXNpZ24tMjEtaGlnaHdheS1waWxvdC1pbi1ub3J0aGVhc3Rlcm4tb250YXJpby03MjgzMzQ00gEA?oc=5," href=""https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy5ub3J0aGVybm9udGFyaW9idXNpbmVzcy5jb20vaW5kdXN0cnktbmV3cy90cmFuc3BvcnRhdGlvbi9hZWNvbS1sYW5kcy1jb250cmFjdC10by1kZXNpZ24tMjEtaGlnaHdheS1waWxvdC1pbi1ub3J0aGVhc3Rlcm4tb250YXJpby03MjgzMzQ00gEA?oc=5"" target=""_blank"">AECOM lands contract to design 2+1 highway pilot in northeastern ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northern Ontario Business</font",2023-07-17 15:04:59+00:00,Northern Ontario Business
"How the Titan Submersible Imploded, Physicist Explains - Northeastern University",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMjMvb2NlYW5nYXRlLXRpdGFuLXN1Ym1lcnNpYmxlLWltcGxvc2lvbi_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMjMvb2NlYW5nYXRlLXRpdGFuLXN1Ym1lcnNpYmxlLWltcGxvc2lvbi_SAQA?oc=5"" target=""_blank"">How the Titan Submersible Imploded, Physicist Explains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-06-23 07:00:00+00:00,Northeastern University
Northeastern Oklahoma tribe rescinds charter with traditional Native ... - Enid News & Eagle,https://news.google.com/rss/articles/CBMinAFodHRwczovL3d3dy5lbmlkbmV3cy5jb20vbmV3cy9ub3J0aGVhc3Rlcm4tb2tsYWhvbWEtdHJpYmUtcmVzY2luZHMtY2hhcnRlci13aXRoLXRyYWRpdGlvbmFsLW5hdGl2ZS1jb2xsZWdlL2FydGljbGVfODcwMDg2NTMtNzQ4Yi01ZjkzLWIwMDYtYTY4ZTM2MTQwMTMwLmh0bWzSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMinAFodHRwczovL3d3dy5lbmlkbmV3cy5jb20vbmV3cy9ub3J0aGVhc3Rlcm4tb2tsYWhvbWEtdHJpYmUtcmVzY2luZHMtY2hhcnRlci13aXRoLXRyYWRpdGlvbmFsLW5hdGl2ZS1jb2xsZWdlL2FydGljbGVfODcwMDg2NTMtNzQ4Yi01ZjkzLWIwMDYtYTY4ZTM2MTQwMTMwLmh0bWzSAQA?oc=5"" target=""_blank"">Northeastern Oklahoma tribe rescinds charter with traditional Native ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Enid News & Eagle</font",2023-07-14 01:50:00+00:00,Enid News & Eagle
"‘Atmospheric river’ made for one wild, wet day - Boston Herald",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmJvc3RvbmhlcmFsZC5jb20vMjAyMy8wNy8xNi90b3JuYWRvLXdhcm5pbmctaXNzdWVkLWZvci1ub3J0aGVhc3Rlcm4tbWFzc2FjaHVzZXR0cy_SAWJodHRwczovL3d3dy5ib3N0b25oZXJhbGQuY29tLzIwMjMvMDcvMTYvdG9ybmFkby13YXJuaW5nLWlzc3VlZC1mb3Itbm9ydGhlYXN0ZXJuLW1hc3NhY2h1c2V0dHMvYW1wLw?oc=5," href=""https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmJvc3RvbmhlcmFsZC5jb20vMjAyMy8wNy8xNi90b3JuYWRvLXdhcm5pbmctaXNzdWVkLWZvci1ub3J0aGVhc3Rlcm4tbWFzc2FjaHVzZXR0cy_SAWJodHRwczovL3d3dy5ib3N0b25oZXJhbGQuY29tLzIwMjMvMDcvMTYvdG9ybmFkby13YXJuaW5nLWlzc3VlZC1mb3Itbm9ydGhlYXN0ZXJuLW1hc3NhY2h1c2V0dHMvYW1wLw?oc=5"" target=""_blank"">‘Atmospheric river’ made for one wild, wet day</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Boston Herald</font",2023-07-16 17:03:45+00:00,Boston Herald
Celebrating 65 years of WARMland: Northeastern Pennsylvania's ... - fox56.com,https://news.google.com/rss/articles/CBMihQFodHRwczovL2ZveDU2LmNvbS9uZXdzL2xvY2FsL2NlbGVicmF0aW5nLTY1LXllYXJzLW9mLXdhcm1sYW5kLW5vcnRoZWFzdGVybi1wZW5uc3lsdmFuaWFzLWljb25pYy1yYWRpby1zdGF0aW9uLXJldmlzaXRzLWl0cy1nbG9yeS1kYXlz0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMihQFodHRwczovL2ZveDU2LmNvbS9uZXdzL2xvY2FsL2NlbGVicmF0aW5nLTY1LXllYXJzLW9mLXdhcm1sYW5kLW5vcnRoZWFzdGVybi1wZW5uc3lsdmFuaWFzLWljb25pYy1yYWRpby1zdGF0aW9uLXJldmlzaXRzLWl0cy1nbG9yeS1kYXlz0gEA?oc=5"" target=""_blank"">Celebrating 65 years of WARMland: Northeastern Pennsylvania's ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">fox56.com</font",2023-07-14 02:24:00+00:00,fox56.com
How AI Can Strengthen the Global Economy - Northeastern University,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMjIvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtZ2xvYmFsLWVjb25vbXkv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDYvMjIvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtZ2xvYmFsLWVjb25vbXkv0gEA?oc=5"" target=""_blank"">How AI Can Strengthen the Global Economy</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-06-22 07:00:00+00:00,Northeastern University
"Al-Shabab Kills Police Officers, Teacher in Northeastern Kenya - Voice of America - VOA News",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvYWwtc2hhYmFiLWtpbGxzLXBvbGljZS1vZmZpY2Vycy10ZWFjaGVyLWluLW5vcnRoZWFzdGVybi1rZW55YS0vNzE4MDkzMi5odG1s0gFnaHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wL2FsLXNoYWJhYi1raWxscy1wb2xpY2Utb2ZmaWNlcnMtdGVhY2hlci1pbi1ub3J0aGVhc3Rlcm4ta2VueWEtLzcxODA5MzIuaHRtbA?oc=5," href=""https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvYWwtc2hhYmFiLWtpbGxzLXBvbGljZS1vZmZpY2Vycy10ZWFjaGVyLWluLW5vcnRoZWFzdGVybi1rZW55YS0vNzE4MDkzMi5odG1s0gFnaHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wL2FsLXNoYWJhYi1raWxscy1wb2xpY2Utb2ZmaWNlcnMtdGVhY2hlci1pbi1ub3J0aGVhc3Rlcm4ta2VueWEtLzcxODA5MzIuaHRtbA?oc=5"" target=""_blank"">Al-Shabab Kills Police Officers, Teacher in Northeastern Kenya</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Voice of America - VOA News</font",2023-07-14 14:48:48+00:00,Voice of America - VOA News
Northeastern Nigeria: malnourished children fighting for their lives - UN News,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvZW4vc3RvcnkvMjAyMy8wNi8xMTM4MTcy0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvZW4vc3RvcnkvMjAyMy8wNi8xMTM4MTcy0gEA?oc=5"" target=""_blank"">Northeastern Nigeria: malnourished children fighting for their lives</a>&nbsp;&nbsp;<font color=""#6f6f6f"">UN News</font",2023-06-28 07:00:00+00:00,UN News
Award-Winning Aphashia Research Moves from Lab to Real World - Northeastern University,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMTQvYXBoYXNpYS1yZXNlYXJjaC1sYW5ndWFnZS1jb2duaXRpdmUtcmVjb3Zlcnkv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMTQvYXBoYXNpYS1yZXNlYXJjaC1sYW5ndWFnZS1jb2duaXRpdmUtcmVjb3Zlcnkv0gEA?oc=5"" target=""_blank"">Award-Winning Aphashia Research Moves from Lab to Real World</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-07-14 16:50:52+00:00,Northeastern University
"Tornado Alley: During one day in June, Northeastern Colorado had up to 36 tornadoes - Journal Advocate",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmpvdXJuYWwtYWR2b2NhdGUuY29tLzIwMjMvMDcvMTQvdG9ybmFkby1hbGxleS1kdXJpbmctb25lLWRheS1pbi1qdW5lLW5vcnRoZWFzdGVybi1jb2xvcmFkby1oYWQtdXAtdG8tMzYtdG9ybmFkb2VzL9IBggFodHRwczovL3d3dy5qb3VybmFsLWFkdm9jYXRlLmNvbS8yMDIzLzA3LzE0L3Rvcm5hZG8tYWxsZXktZHVyaW5nLW9uZS1kYXktaW4tanVuZS1ub3J0aGVhc3Rlcm4tY29sb3JhZG8taGFkLXVwLXRvLTM2LXRvcm5hZG9lcy9hbXAv?oc=5," href=""https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmpvdXJuYWwtYWR2b2NhdGUuY29tLzIwMjMvMDcvMTQvdG9ybmFkby1hbGxleS1kdXJpbmctb25lLWRheS1pbi1qdW5lLW5vcnRoZWFzdGVybi1jb2xvcmFkby1oYWQtdXAtdG8tMzYtdG9ybmFkb2VzL9IBggFodHRwczovL3d3dy5qb3VybmFsLWFkdm9jYXRlLmNvbS8yMDIzLzA3LzE0L3Rvcm5hZG8tYWxsZXktZHVyaW5nLW9uZS1kYXktaW4tanVuZS1ub3J0aGVhc3Rlcm4tY29sb3JhZG8taGFkLXVwLXRvLTM2LXRvcm5hZG9lcy9hbXAv?oc=5"" target=""_blank"">Tornado Alley: During one day in June, Northeastern Colorado had up to 36 tornadoes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Journal Advocate</font",2023-07-14 23:35:31+00:00,Journal Advocate
Northeastern states seek DOE support for transmission collaborative ... - Utility Dive,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnV0aWxpdHlkaXZlLmNvbS9uZXdzL25vcnRoZWFzdC1zdGF0ZXMtZG9lLWludGVycmVnaW9uYWwtdHJhbnNtaXNzaW9uLWNvbGxhYm9yYXRpb24taXNvLW5lLzY1MzI5OC_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnV0aWxpdHlkaXZlLmNvbS9uZXdzL25vcnRoZWFzdC1zdGF0ZXMtZG9lLWludGVycmVnaW9uYWwtdHJhbnNtaXNzaW9uLWNvbGxhYm9yYXRpb24taXNvLW5lLzY1MzI5OC_SAQA?oc=5"" target=""_blank"">Northeastern states seek DOE support for transmission collaborative ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Utility Dive</font",2023-06-20 07:00:00+00:00,Utility Dive
NATO Summit 2023: Unprecedented Unity Among Members - Northeastern University,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMTcvbmF0by1zdW1taXQtMjAyMy11a3JhaW5lLW1lbWJlcnNoaXAv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMTcvbmF0by1zdW1taXQtMjAyMy11a3JhaW5lLW1lbWJlcnNoaXAv0gEA?oc=5"" target=""_blank"">NATO Summit 2023: Unprecedented Unity Among Members</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-07-17 20:09:21+00:00,Northeastern University
Head in the books - Northeastern Global News - Northeastern University,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMDUvbGVhcm5pbmctdGhlLXJvcGVzL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMDUvbGVhcm5pbmctdGhlLXJvcGVzL9IBAA?oc=5"" target=""_blank"">Head in the books - Northeastern Global News</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-07-05 07:00:00+00:00,Northeastern University
"Grouse drumming up in Northeastern Minnesota, down in northwest - Duluth News Tribune",https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmR1bHV0aG5ld3N0cmlidW5lLmNvbS9zcG9ydHMvbm9ydGhsYW5kLW91dGRvb3JzL2dyb3VzZS1kcnVtbWluZy11cC1pbi1ub3J0aGVhc3Rlcm4tbWlubmVzb3RhLWRvd24taW4tbm9ydGh3ZXN00gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmR1bHV0aG5ld3N0cmlidW5lLmNvbS9zcG9ydHMvbm9ydGhsYW5kLW91dGRvb3JzL2dyb3VzZS1kcnVtbWluZy11cC1pbi1ub3J0aGVhc3Rlcm4tbWlubmVzb3RhLWRvd24taW4tbm9ydGh3ZXN00gEA?oc=5"" target=""_blank"">Grouse drumming up in Northeastern Minnesota, down in northwest</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Duluth News Tribune</font",2023-07-12 12:00:00+00:00,Duluth News Tribune
US: Tornado warning in effect for parts of northeastern Illinois until at ... - Crisis24,https://news.google.com/rss/articles/CBMihQFodHRwczovL2NyaXNpczI0LmdhcmRhLmNvbS9hbGVydHMvMjAyMy8wNy91cy10b3JuYWRvLXdhcm5pbmctaW4tZWZmZWN0LWZvci1wYXJ0cy1vZi1ub3J0aGVhc3Rlcm4taWxsaW5vaXMtdW50aWwtYXQtbGVhc3QtMTgwMC1qdWx5LTEy0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMihQFodHRwczovL2NyaXNpczI0LmdhcmRhLmNvbS9hbGVydHMvMjAyMy8wNy91cy10b3JuYWRvLXdhcm5pbmctaW4tZWZmZWN0LWZvci1wYXJ0cy1vZi1ub3J0aGVhc3Rlcm4taWxsaW5vaXMtdW50aWwtYXQtbGVhc3QtMTgwMC1qdWx5LTEy0gEA?oc=5"" target=""_blank"">US: Tornado warning in effect for parts of northeastern Illinois until at ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Crisis24</font",2023-07-12 17:49:00+00:00,Crisis24
Northeastern NY Red Cross provides aid to areas hit with deadly ... - WRGB,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vY2JzNmFsYmFueS5jb20vbmV3cy9sb2NhbC9ub3J0aGVhc3Rlcm4tbnktcmVkLWNyb3NzLXByb3ZpZGVzLWFpZC10by1hcmVhcy1oaXQtd2l0aC1kZWFkbHktZmxvb2RpbmfSAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiamh0dHBzOi8vY2JzNmFsYmFueS5jb20vbmV3cy9sb2NhbC9ub3J0aGVhc3Rlcm4tbnktcmVkLWNyb3NzLXByb3ZpZGVzLWFpZC10by1hcmVhcy1oaXQtd2l0aC1kZWFkbHktZmxvb2RpbmfSAQA?oc=5"" target=""_blank"">Northeastern NY Red Cross provides aid to areas hit with deadly ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">WRGB</font",2023-07-11 03:50:00+00:00,WRGB
Why you probably won't see the Northern Lights in New England ... - Northeastern University,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMTEvbm9ydGhlcm4tbGlnaHRzLW5ldy1lbmdsYW5kL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMTEvbm9ydGhlcm4tbGlnaHRzLW5ldy1lbmdsYW5kL9IBAA?oc=5"" target=""_blank"">Why you probably won't see the Northern Lights in New England ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-07-11 20:54:51+00:00,Northeastern University
"Photos: Fourth of July, Husky 101 and study sessions - Northeastern University",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMDcvcGhvdG9zLWZvdXJ0aC1vZi1qdWx5LWh1c2t5LTEwMS1hbmQtc3R1ZHktc2Vzc2lvbnMv0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMDcvcGhvdG9zLWZvdXJ0aC1vZi1qdWx5LWh1c2t5LTEwMS1hbmQtc3R1ZHktc2Vzc2lvbnMv0gEA?oc=5"" target=""_blank"">Photos: Fourth of July, Husky 101 and study sessions</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-07-07 07:00:00+00:00,Northeastern University
Know something inside out - Northeastern Global News - Northeastern University,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMDMva25vdy1zb21ldGhpbmctaW5zaWRlLW91dC_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vbmV3cy5ub3J0aGVhc3Rlcm4uZWR1LzIwMjMvMDcvMDMva25vdy1zb21ldGhpbmctaW5zaWRlLW91dC_SAQA?oc=5"" target=""_blank"">Know something inside out - Northeastern Global News</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern University</font",2023-07-03 07:00:00+00:00,Northeastern University
"Starting Monday, campfires once again allowed in BWCA, across ... - wtip.org",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3RpcC5vcmcvc3RhcnRpbmctbW9uZGF5LWNhbXBmaXJlcy1vbmNlLWFnYWluLWFsbG93ZWQtaW4tYndjYS1hY3Jvc3MtbW9zdC1vZi1ub3J0aGVhc3Rlcm4tbWlubmVzb3RhL9IBAA?oc=5," href=""https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3RpcC5vcmcvc3RhcnRpbmctbW9uZGF5LWNhbXBmaXJlcy1vbmNlLWFnYWluLWFsbG93ZWQtaW4tYndjYS1hY3Jvc3MtbW9zdC1vZi1ub3J0aGVhc3Rlcm4tbWlubmVzb3RhL9IBAA?oc=5"" target=""_blank"">Starting Monday, campfires once again allowed in BWCA, across ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">wtip.org</font",2023-07-02 15:57:02+00:00,wtip.org
Deaths climb to around 100 as heat wave scorches India’s northeastern states - PBS NewsHour,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvd29ybGQvZGVhdGhzLWNsaW1iLXRvLWFyb3VuZC0xMDAtYXMtaGVhdC13YXZlLXNjb3JjaGVzLWluZGlhcy1ub3J0aGVhc3Rlcm4tc3RhdGVz0gFyaHR0cHM6Ly93d3cucGJzLm9yZy9uZXdzaG91ci9hbXAvd29ybGQvZGVhdGhzLWNsaW1iLXRvLWFyb3VuZC0xMDAtYXMtaGVhdC13YXZlLXNjb3JjaGVzLWluZGlhcy1ub3J0aGVhc3Rlcm4tc3RhdGVz?oc=5," href=""https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnBicy5vcmcvbmV3c2hvdXIvd29ybGQvZGVhdGhzLWNsaW1iLXRvLWFyb3VuZC0xMDAtYXMtaGVhdC13YXZlLXNjb3JjaGVzLWluZGlhcy1ub3J0aGVhc3Rlcm4tc3RhdGVz0gFyaHR0cHM6Ly93d3cucGJzLm9yZy9uZXdzaG91ci9hbXAvd29ybGQvZGVhdGhzLWNsaW1iLXRvLWFyb3VuZC0xMDAtYXMtaGVhdC13YXZlLXNjb3JjaGVzLWluZGlhcy1ub3J0aGVhc3Rlcm4tc3RhdGVz?oc=5"" target=""_blank"">Deaths climb to around 100 as heat wave scorches India’s northeastern states</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PBS NewsHour</font",2023-06-18 07:00:00+00:00,PBS NewsHour
» Averill Park basketball's Taylor Holohan commits to Northeastern ... - The Daily Gazette,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vZGFpbHlnYXpldHRlLmNvbS8yMDIzLzA2LzI5L2F2ZXJpbGwtcGFya3MtdGF5bG9yLWhvbG9oYW4tY29tbWl0cy10by1ub3J0aGVhc3Rlcm4tdW5pdmVyc2l0eS_SAQA?oc=5," href=""https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vZGFpbHlnYXpldHRlLmNvbS8yMDIzLzA2LzI5L2F2ZXJpbGwtcGFya3MtdGF5bG9yLWhvbG9oYW4tY29tbWl0cy10by1ub3J0aGVhc3Rlcm4tdW5pdmVyc2l0eS_SAQA?oc=5"" target=""_blank"">» Averill Park basketball's Taylor Holohan commits to Northeastern ...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Daily Gazette</font",2023-06-29 07:00:00+00:00,The Daily Gazette
Watch: Deadly Flash Flooding Hits Northeastern U.S. - The Wall Street Journal,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3Lndzai5jb20vdmlkZW8vd2F0Y2gtZGVhZGx5LWZsYXNoLWZsb29kaW5nLWhpdHMtbm9ydGhlYXN0ZXJuLXVzLzk1REMwQTJDLTJGOEQtNDU2NS1BMjBCLThDQzNCQ0ZBMEQ1Qi5odG1s0gEA?oc=5," href=""https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3Lndzai5jb20vdmlkZW8vd2F0Y2gtZGVhZGx5LWZsYXNoLWZsb29kaW5nLWhpdHMtbm9ydGhlYXN0ZXJuLXVzLzk1REMwQTJDLTJGOEQtNDU2NS1BMjBCLThDQzNCQ0ZBMEQ1Qi5odG1s0gEA?oc=5"" target=""_blank"">Watch: Deadly Flash Flooding Hits Northeastern U.S.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Wall Street Journal</font",2023-07-10 20:27:00+00:00,The Wall Street Journal
